year,suburb,median_price,rent_house,rent_all,rent_used,gross_yield,net_yield_25,net_yield_30
2015,WHITTLESEA,400000.0,315.625,340.0,315.625,4.1031249999999995,3.07734375,2.8721875
2015,WILLIAMSTOWN,1120000.0,513.5,450.0,513.5,2.384107142857143,1.7880803571428572,1.6688749999999999
2015,WODONGA,295000.0,280.625,287.5,280.625,4.946610169491525,3.7099576271186443,3.4626271186440674
2016,ALTONA,832500.0,345.0,370.0,345.0,2.154954954954955,1.6162162162162164,1.5084684684684686
2016,ARMADALE,2364000.0,717.0,400.0,717.0,1.5771573604060913,1.1828680203045685,1.1040101522842638
2016,BAIRNSDALE,255000.0,266.625,277.5,266.625,5.437058823529411,4.077794117647058,3.805941176470588
2016,BALWYN,2180000.0,474.75,500.0,474.75,1.1324311926605504,0.8493233944954128,0.7927018348623853
2016,BAYSWATER,693000.0,348.25,350.0,348.25,2.613131313131313,1.9598484848484847,1.8291919191919193
2016,BENALLA,231500.0,237.25,230.0,237.25,5.329157667386609,3.996868250539957,3.7304103671706264
2016,BENDIGO,400000.0,273.5,270.0,273.5,3.5555000000000003,2.666625,2.48885
2016,BENTLEIGH,1380000.0,461.25,442.5,461.25,1.7380434782608696,1.3035326086956522,1.2166304347826087
2016,BERWICK,583000.0,343.75,380.0,343.75,3.0660377358490565,2.2995283018867925,2.1462264150943393
2016,BLACKBURN,1241000.0,396.25,410.0,396.25,1.6603545527800163,1.2452659145850122,1.1622481869460113
2016,BORONIA,648500.0,349.125,350.0,349.125,2.799460292983809,2.0995952197378567,1.959622205088666
2016,BOX HILL,1360500.0,416.625,400.0,416.625,1.5923925027563395,1.1942943770672547,1.1146747519294378
2016,BRIGHTON,2740000.0,685.375,595.0,685.375,1.3007116788321167,0.9755337591240877,0.9104981751824818
2016,BRIGHTON EAST,1750000.0,574.25,634.0,574.25,1.7063428571428574,1.2797571428571428,1.19444
2016,BRUNSWICK,947000.0,547.5,420.0,547.5,3.0063357972544877,2.2547518479408657,2.1044350580781415
2016,CARLTON NORTH,1360000.0,589.5,530.0,589.5,2.253970588235294,1.6904779411764708,1.577779411764706
2016,CARNEGIE,1348500.0,500.0,380.0,500.0,1.92806822395254,1.4460511679644048,1.349647756766778
2016,CASTLEMAINE,410000.0,303.75,310.0,303.75,3.852439024390244,2.889329268292683,2.696707317073171
2016,CAULFIELD,1715000.0,547.5,415.0,547.5,1.6600583090379009,1.2450437317784258,1.1620408163265306
2016,CHELTENHAM,942500.0,453.5,420.0,453.5,2.5020689655172417,1.876551724137931,1.7514482758620689
2016,CLAYTON,1010500.0,387.5,377.5,387.5,1.9940623453735775,1.495546759030183,1.3958436417615043
2016,CORIO,250000.0,241.25,250.0,241.25,5.018000000000001,3.7635,3.5126
2016,CRAIGIEBURN,425000.0,325.5,342.5,325.5,3.9825882352941178,2.986941176470588,2.787811764705882
2016,CRANBOURNE,406000.0,328.75,362.5,328.75,4.210591133004926,3.157943349753695,2.9474137931034483
2016,DANDENONG,555500.0,337.875,320.0,337.875,3.162826282628263,2.372119711971197,2.213978397839784
2016,EAST MELBOURNE,3655000.0,1027.5,478.5,1027.5,1.4618331053351574,1.096374829001368,1.02328317373461
2016,ECHUCA,310000.0,300.375,287.5,300.375,5.038548387096775,3.7789112903225806,3.526983870967742
